direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
214,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14688427,ja,2025/8/28,2025年8月宿泊,4,4,4,食事が最高でした,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,151,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,insects,温泉;露天;露天風呂;露天風呂付;虫,객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: insects,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
215,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14683919,ja,2025/8/26,2025年6月宿泊,4,5,4,歴史を感じるホテル,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,77,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
216,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14681788,ja,2025/8/25,2025年8月宿泊,4,4,2,旅館の良さを再認識,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,257,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
217,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14677890,ja,2025/8/24,2025年8月宿泊,4,3,3,お茶とのコラボの食事が大変美味しかったです。,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,157,no,unclear,booking_confusion,operation_recheck,,주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
218,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14677590,ja,2025/8/24,2025年8月宿泊,3,3,1,お部屋が。。。。,和室 【8月厳選】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,159,yes,public_bath,public_bath_hot_spring,,大浴場,대욕장/공용탕/사우나 맥락 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
219,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14671596,ja,2025/8/21,2025年8月宿泊,3,4,5,温泉最高！朝食も美味しかった！,その他 【月2回限定★お得に滞在可能】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,169,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
220,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14660530,ja,2025/8/17,2025年8月宿泊,5,4,5,大浴場に行くまでの夜の演出がよかったです。,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！1泊朝食プラン,66,yes,public_bath,public_bath_hot_spring,,大浴場,대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
221,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14659995,ja,2025/8/17,2025年8月宿泊,4,5,3,温泉とマッサージに癒されました,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,94,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
222,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14654237,ja,2025/8/16,2025年8月宿泊,3,3,3,静かなホテル,その他 【夕食19：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,285,yes,public_bath,public_bath_hot_spring;water_texture,cleanliness,,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
223,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14639222,ja,2025/8/11,2025年8月宿泊,4,4,4,館内、大浴場の広さが好き,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,107,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;大浴場,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
224,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14634278,ja,2025/8/10,2025年8月宿泊,4,5,4,お茶スペースが充実,和室 【月2回限定★お得に滞在可能】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,413,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,大浴場;かけ流し;サウナ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
225,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14632426,ja,2025/8/9,2025年8月宿泊,4,3,3,夕食美味しかった。,和室 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,153,yes,public_bath,public_bath_hot_spring;booking_confusion,aging_or_access;cleanliness,大浴場;匂い,"대욕장/공용탕/사우나 맥락 언급; 주의 신호: aging_or_access,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
226,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14631927,ja,2025/8/9,2025年8月宿泊,5,4,5,朝食がよかった！,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,51,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
227,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14630199,ja,2025/8/8,2025年8月宿泊,4,4,3,おもてなしのココロがサイコーです！,和室 【じゃらんスペシャルウィーク】和洋ビュッフェでモーニング！1泊朝食付プラン,206,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
228,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14629358,ja,2025/8/8,2025年8月宿泊,5,5,4,又行きたいと思う,ツイン 【月2回限定★お得に滞在可能】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,122,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;露天;露天風呂;大浴場,객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
229,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14626482,ja,2025/8/6,2025年8月宿泊,4,3,2,夕食が良かったです。,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,164,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,temperature,温泉;サウナ;水風呂,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
230,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14617867,ja,2025/8/3,2025年8月宿泊,5,5,5,大満足の宿,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,66,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture,,露天;露天風呂;客室露天;露天風呂付,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
231,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14614021,ja,2025/8/1,2025年7月宿泊,3,4,2,部屋が暑すぎて眠れずとても残念,その他 【はじめての方におすすめ】温泉湯豆腐＆佐賀牛+若楠豚で佐賀満喫しゃぶしゃぶプラン,368,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access;temperature;cleanliness,温泉;露天;露天風呂,"공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,temperature",mixed,body_negative_with_context,high,issue_caution_calibration_needed
232,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14611875,ja,2025/7/31,2025年7月宿泊,2,3,2,Chang,和室 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,753,no,unclear,booking_confusion,aging_or_access,,주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
233,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14611070,ja,2025/7/31,2025年7月宿泊,5,5,5,広い大浴場と露天風呂はいいですねー！,和室 【夕食19：30お約束でお得に滞在】ワンランク上の贅沢/特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,375,yes,room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring,,露天;露天風呂;大浴場;広い,객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
234,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14608128,ja,2025/7/30,2025年7月宿泊,5,5,5,ゆったり過ごせる上質の温泉宿,和室 【離れ/水明荘】当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき＜お部屋食＞プラン,79,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,temperature,温泉;露天;露天風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
235,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14603450,ja,2025/7/28,2025年7月宿泊,4,5,4,ホカンスにもおすすめ,和室 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,276,yes,unclear,booking_confusion,operation_recheck;aging_or_access;temperature,古い,"주의 신호: operation_recheck,aging_or_access,temperature",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
236,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14603398,ja,2025/7/28,2025年6月宿泊,5,5,5,お部屋の露天風呂が最高、図書スペースが良かった,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！1泊朝食プラン,181,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring,,露天;露天風呂,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
237,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14600875,ja,2025/7/27,2025年7月宿泊,5,5,3,老舗旅館の素晴らしさを実感！！,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,152,yes,facility_wide,water_texture,,温泉;トロトロ,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
238,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14596393,ja,2025/7/25,2025年7月宿泊,4,4,4,立派なホテル広い,ツイン 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,71,yes,open_air_public_bath;public_bath,public_bath_hot_spring,,露天;露天風呂;広い,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
239,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14587371,ja,2025/7/21,2025年7月宿泊,4,4,2,嬉野で1番好きな宿泊場所,和室 【夕食19：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,183,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉;部屋風呂;古い,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
240,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14581971,ja,2025/7/19,2025年7月宿泊,4,4,4,嫁の還暦祝いで宿泊,ツイン 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,133,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,大浴場,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
241,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14579167,ja,2025/7/18,2025年6月宿泊,3,3,3,嬉野温泉旅,和室 【ワンランク上の贅沢】人気No.1！温泉湯豆腐スープで味わう特選佐賀牛＆厳選若楠豚しゃぶしゃぶプラン,85,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
242,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14576244,ja,2025/7/16,2025年5月宿泊,4,4,3,宿だけで過ごせる,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,113,yes,facility_wide,water_texture,temperature,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
243,Jalan,https://www.jalan.net/yad322946/kuchikomi/9.HTML,latest_9,Jalan_14575303,ja,2025/7/16,2025年7月宿泊,5,5,4,三大美肌湯の嬉野温泉～和多屋別荘さん,ツイン 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,548,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access;temperature;cleanliness,温泉;美肌;サウナ;水風呂;清掃;匂い,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,temperature",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
